0,true,"[""Accountants"", ""Professional Services"", ""Tax Services"", ""Financial Services""]",AZ,Peoria,-112.241596,33.581867,5.0,3
1,true,"[""Sporting Goods"", ""Bikes"", ""Shopping""]",AZ,Phoenix,-112.105933,33.604054,5.0,5
2,true,[],AZ,Phoenix,-112.0739333,33.4605258,5.0,4
3,true,"[""Food"", ""Grocery""]",AZ,Phoenix,-112.0853773,33.3922099,3.5,5
4,true,"[""Food"", ""Bagels"", ""Delis"", ""Restaurants""]",AZ,Glendale Az,-112.200264,33.712797,3.5,14
5,true,"[""Women's Clothing"", ""Fashion"", ""Shopping""]",CA,Glendale,-112.481632232666,33.6077660588006,4.5,6
6,true,"[""Music & DVDs"", ""Books, Mags, Music & Video"", ""Vinyl Records"", ""Shopping""]",AZ,Phoenix,-112.0987501,33.5096582,3.5,21
7,true,"[""Event Planning & Services"", ""Venues & Event Spaces""]",AZ,Phoenix,-112.132866,33.551903,5.0,4
8,true,"[""Art Schools"", ""Specialty Schools"", ""Shopping"", ""Jewelry"", ""Accessories"", ""Fashion"", ""Education""]",AZ,Scottsdale,-111.9312992,33.492195,5.0,14
9,true,"[""Sandwiches"", ""Restaurants""]",AZ,Gilbert,-111.8120071,33.3788385,3.5,10
10,true,"[""Music & DVDs"", ""Books, Mags, Music & Video"", ""Musical Instruments & Teachers"", ""Shopping""]",AZ,Scottsdale,-111.8887889,33.5135194,4.5,4
11,true,"[""Mexican"", ""Restaurants""]",AZ,Phoenix,-112.0813612,33.480105,4.0,5
12,true,"[""Food"", ""Grocery""]",AZ,Goodyear,-112.3920218,33.468815,3.0,3
13,true,"[""Pizza"", ""Restaurants""]",AZ,Scottsdale,-111.926272,33.6174589,4.0,55
14,true,"[""Hotels & Travel"", ""Event Planning & Services"", ""Hotels""]",AZ,Chandler,-111.9032256,33.3054266,4.5,7
15,true,"[""Department Stores"", ""Fashion"", ""Shopping""]",AZ,Phoenix,-111.9820907,33.5993236,4.0,11
16,true,"[""Window Washing"", ""Home Services""]",AZ,Tempe,-111.931256,33.3503,5.0,12
17,true,"[""Burgers"", ""Restaurants""]",AZ,Phoenix,-112.116243,33.566989,4.0,23
18,true,"[""Kitchen & Bath"", ""Shopping"", ""Home & Garden""]",AZ,Chandler,-111.964138,33.317906,4.0,15
19,true,"[""Food"", ""Beer, Wine & Spirits""]",AZ,Carefree,-111.9229042,33.8242305,4.5,8
20,true,"[""Plumbing"", ""Home Services""]",AZ,Mesa,-111.5468301,33.519545,5.0,4
21,false,"[""Bars"", ""Nightlife"", ""Lounges""]",AZ,Scottsdale,-111.924226,33.49447,3.0,11
22,false,"[""Buffets"", ""Dim Sum"", ""Chinese"", ""Restaurants""]",AZ,Phoenix,-112.120516,33.5803589,3.5,42
23,true,"[""Burgers"", ""Fast Food"", ""Restaurants""]",AZ,Scottsdale,-111.881625,33.581867,2.5,3
24,true,"[""Department Stores"", ""Fashion"", ""Shopping"", ""Drugstores""]",AZ,Scottsdale,-111.9257696,33.7801176,3.5,5
25,true,"[""Shopping Centers"", ""Shopping""]",AZ,Scottsdale,-111.930343,33.624638,4.5,54
26,false,"[""Food"", ""Breweries"", ""American (New)"", ""Restaurants""]",AZ,Scottsdale,-111.9641728,33.5388471,3.0,85
27,true,"[""Active Life"", ""Dog Parks"", ""Amateur Sports Teams"", ""Parks""]",AZ,Glendale,-112.179572582245,33.6570846738415,4.0,15
28,true,"[""Pediatric Dentists"", ""Health & Medical"", ""Dentists""]",AZ,Gilbert,-111.71703,33.285218,3.5,5
29,true,"[""Pizza"", ""Restaurants""]",AZ,Scottsdale,-111.9175425,33.4661264,3.0,9
30,true,"[""Active Life"", ""Performing Arts"", ""Arts & Entertainment"", ""Dance Studios"", ""Fitness & Instruction""]",AZ,Tempe,-111.9470154,33.4076118,5.0,5
31,true,"[""Mexican"", ""Restaurants""]",AZ,Gila Bend,-112.7113217,32.9482948,3.5,10
32,false,"[""Thrift Stores"", ""Used, Vintage & Consignment"", ""Fashion"", ""Shopping""]",AZ,Phoenix,-112.065449,33.503223,5.0,4
33,false,"[""Caterers"", ""Restaurants"", ""Event Planning & Services"", ""Italian""]",AZ,Phoenix,-112.101312,33.6988429,3.0,9
34,true,"[""Hair Salons"", ""Beauty & Spas""]",AZ,Phoenix,-111.9820732,33.5991424,4.0,5
35,true,[],AZ,Scottsdale,-111.9174842,33.4939995,5.0,3
36,true,"[""Chinese"", ""Restaurants""]",AZ,Phoenix,-111.983142,33.333182,4.0,27
37,true,"[""Fashion"", ""Shopping"", ""Jewelry"", ""Accessories""]",AZ,Phoenix,-112.1114135,33.7129657,4.5,15
38,true,"[""Active Life"", ""Hiking""]",AZ,Scottsdale,-111.8134299,33.5896225,4.5,17
39,false,"[""Restaurants""]",AZ,Chandler,-111.897553,33.305681,4.5,3
40,true,"[""Print Media"", ""Mass Media""]",AZ,Tempe,-111.9360171,33.3928523,4.5,3
41,true,"[""Arts & Entertainment"", ""Cinema""]",AZ,Glendale,-112.225298881531,33.6424376443382,2.5,11
42,true,"[""Burgers"", ""Restaurants""]",AZ,Phoenix,-112.119087,33.597474,4.0,38
43,true,"[""Delis"", ""Restaurants""]",AZ,Mesa,-111.735789,33.423805,3.5,3
44,true,"[""Chinese"", ""Restaurants""]",AZ,Phoenix,-112.0998396,33.5682973,3.5,3
45,true,"[""Shopping"", ""Antiques""]",AZ,Goodyear,-112.3447338,33.4618027,4.5,5
46,true,"[""Auto Repair"", ""Automotive"", ""Oil Change Stations""]",AZ,Mesa,-111.783074,33.37947,4.0,6
47,true,"[""Burgers"", ""Restaurants""]",AZ,Scottsdale,-111.9284569,33.503323,3.5,52
48,true,"[""Food"", ""Grocery""]",AZ,Glendale,-112.1528218,33.6378053,4.5,3
49,true,"[""Cheesesteaks"", ""Sandwiches"", ""Restaurants""]",AZ,Tempe,-111.9631173,33.3351559,4.0,106
50,true,"[""Shopping"", ""Home Services"", ""Home & Garden"", ""Lighting Fixtures & Equipment"", ""Furniture Stores"", ""Home Decor""]",AZ,Phoenix,-112.0709232,33.5090487,3.5,20
51,true,"[""Food"", ""Grocery""]",AZ,Phoenix,-112.0962274,33.5097112,4.0,4
